,,,,
,Ngày,Mã Cửa Hàng,Doanh Thu,Chi Phí
,1-Jan,CH 0735,18087,16416
,1-Jan,CH 0736,16377,14737
,1-Jan,CH 0737,27967,26331
,1-Jan,CH 0738,14683,13891
,1-Jan,CH 0739,7297,6641
,1-Jan,CH 0740,15304,14186
,1-Jan,CH 0741,10997,9313
,1-Jan,CH 0742,24785,20046
,1-Jan,CH 0743,16869,13776
,1-Jan,CH 0744,674,613
,1-Jan,CH 0745,26508,22621
,1-Jan,CH 0746,30516,27540
,1-Jan,CH 0747,31256,25594
,1-Jan,CH 0748,14252,11440
,1-Jan,CH 0749,13654,11112
,1-Jan,CH 0750,10426,8393
,1-Jan,CH 0751,23569,19492
,1-Jan,CH 0752,31632,25790
,1-Jan,CH 0753,20778,18306
,1-Jan,CH 0754,26085,21920
,1-Jan,CH 0755,32134,27844
,1-Jan,CH 0756,12468,11570
,1-Jan,CH 0757,15459,14278
,1-Jan,CH 0758,15545,14483
,1-Jan,CH 0759,36757,32266
,1-Jan,CH 0760,26067,23134
,1-Jan,CH 0761,19518,16820
,1-Jan,CH 0762,7302,6260
,1-Jan,CH 0763,21734,18511
,1-Jan,CH 0764,24344,20865
,1-Jan,CH 0765,30674,25284
,1-Jan,CH 0766,11727,10646
,1-Jan,CH 0767,23234,21541
,1-Jan,CH 0768,52736,43582
,1-Jan,CH 0769,25407,20384
,1-Jan,CH 0770,32992,29169
,1-Jan,CH 0771,34396,29503
,1-Jan,CH 0772,34897,32590
,1-Jan,CH 0773,21206,18461
,1-Jan,CH 0774,26388,21844
,1-Jan,CH 0775,17319,14189
,1-Jan,CH 0776,32940,30306
,1-Jan,CH 0777,27943,25799
,1-Jan,CH 0778,17106,14734
,1-Jan,CH 0779,35985,29626
,1-Jan,CH 0780,22512,20319
,1-Jan,CH 0781,20364,16872
,1-Jan,CH 0782,41220,38591
,1-Jan,CH 0783,8156,7267
,1-Jan,CH 0784,31440,28518
,1-Jan,CH 0785,25223,20601
,1-Jan,CH 0786,17732,15780
,1-Jan,CH 0787,25746,23750
,1-Jan,CH 0788,20659,19373
,1-Jan,CH 0789,28916,27367
,1-Jan,CH 0790,15904,14720
,1-Jan,CH 0791,45758,37687
,1-Jan,CH 0792,5417,4419
,1-Jan,CH 0793,16962,15879
,1-Jan,CH 0794,38195,35606
,1-Jan,CH 0795,15131,13270
,1-Jan,CH 0796,24987,22510
,1-Jan,CH 0797,20271,17153
,1-Jan,CH 0798,3416,3188
,1-Jan,CH 0799,27945,22687
,1-Jan,CH 0800,24858,21628
,1-Jan,CH 0801,31921,28831
,1-Jan,CH 0802,20111,18672
,1-Jan,CH 0803,12336,11051
,1-Jan,CH 0804,35459,30147
,1-Jan,CH 0805,14699,12278
,1-Jan,CH 0806,17038,16166
,1-Jan,CH 0807,17816,15810
,1-Jan,CH 0808,30810,26102
,1-Jan,CH 0809,25805,21628
,1-Jan,CH 0810,32896,28113
,1-Jan,CH 0811,27047,23224
,1-Jan,CH 0812,37746,31015
,1-Jan,CH 0813,19394,15992
,1-Jan,CH 0814,23246,19297
,1-Jan,CH 0815,11992,9693
,1-Jan,CH 0816,13375,11737
,1-Jan,CH 0817,36630,34639
,1-Jan,CH 0818,23793,19392
,1-Jan,CH 0819,10271,8443
,1-Jan,CH 0820,27644,23412
,1-Jan,CH 0821,14396,11735
,1-Jan,CH 0822,11704,10981
,1-Jan,CH 0823,18013,14837
,1-Jan,CH 0824,13100,10830
,1-Jan,CH 0825,13472,11263
,1-Jan,CH 0826,37515,34282
,1-Jan,CH 0827,16234,13640
,1-Jan,CH 0828,34799,30968
,1-Jan,CH 0829,26591,24588
,1-Jan,CH 0830,26475,22171
,1-Jan,CH 0831,45689,37955
,1-Jan,CH 0832,22220,20298
,1-Jan,CH 0833,25540,21336
,1-Jan,CH 0834,21045,19281
,1-Jan,CH 0835,23107,19671
,1-Jan,CH 0836,16578,14722
,1-Jan,CH 0837,33438,27838
,1-Jan,CH 0838,42974,37020
,1-Jan,CH 0839,44245,37267
,1-Jan,CH 0840,26113,20924
,1-Jan,CH 0841,36639,33905
,1-Jan,CH 0842,25159,20403
,1-Jan,CH 0843,29396,25230
,1-Jan,CH 0844,40825,34998
,1-Jan,CH 0845,25196,22565
,1-Jan,CH 0846,41684,39363
,1-Jan,CH 0847,27316,23124
,1-Jan,CH 0848,48370,40958
,1-Jan,CH 0849,10524,8927
,1-Jan,CH 0850,36472,30740
,1-Jan,CH 0851,41874,37096
,1-Jan,CH 0852,22575,21103
,1-Jan,CH 0853,23383,20274
,1-Jan,CH 0854,23965,21173
,1-Jan,CH 0855,32584,29180
,1-Jan,CH 0856,37864,33311
,1-Jan,CH 0857,37796,30249
,1-Jan,CH 0858,37477,30593
,1-Jan,CH 0859,18561,16288
,1-Jan,CH 0860,60108,55236
,1-Jan,CH 0861,33719,29698
,1-Jan,CH 0862,34867,32744
,1-Jan,CH 0863,19365,18264
,1-Jan,CH 0864,17277,16110
,1-Jan,CH 0865,36637,32510
,1-Jan,CH 0866,31940,26042
,1-Jan,CH 0867,26680,21917
,1-Jan,CH 0868,31209,26506
,1-Jan,CH 0869,35865,28826
,1-Jan,CH 0870,39099,34862
,1-Jan,CH 0871,15646,13475
,1-Jan,CH 0872,22365,20143
,1-Jan,CH 0873,26533,24378
,1-Jan,CH 0874,29921,27766
,1-Jan,CH 0875,48354,44513
,1-Jan,CH 0876,14443,11623
,1-Jan,CH 0877,28054,24573
,1-Jan,CH 0878,20557,17634
,1-Jan,CH 0879,16691,13423
,1-Jan,CH 0880,35323,28655
,1-Jan,CH 0881,27659,24214
,1-Jan,CH 0882,18128,16235
,1-Jan,CH 0883,35690,30112
,1-Jan,CH 0884,16867,15770
,1-Jan,CH 0885,39272,31578
,1-Jan,CH 0886,38684,32531
,1-Jan,CH 0887,42388,36120
,1-Jan,CH 0888,17482,15346
,1-Jan,CH 0889,46694,40170
,1-Jan,CH 0890,49599,40871
,1-Jan,CH 0891,30397,28801
,1-Jan,CH 0892,35144,32881
,1-Jan,CH 0893,27844,26323
,1-Jan,CH 0894,13776,12912
,1-Jan,CH 0895,33963,31663
,1-Jan,CH 0896,18503,15600
,1-Jan,CH 0897,17005,15809
,1-Jan,CH 0898,51547,42817
,1-Jan,CH 0899,3108,2863
,1-Jan,CH 0900,4653,3998
,1-Jan,CH 0901,9067,7945
,1-Jan,CH 0902,1804,1623
,1-Jan,CH 0903,2884,2451
,1-Jan,CH 0904,17103,14862
,1-Jan,CH 0905,9133,8660
,1-Jan,CH 0906,41812,35602
,1-Jan,CH 0907,26795,23588
,1-Jan,CH 0908,1833,1576
,1-Jan,CH 0909,44711,37257
,1-Jan,CH 0910,7002,6108
,1-Jan,CH 0911,10891,8749
,1-Jan,CH 0912,14776,12140
,1-Jan,CH 0913,29966,27611
,1-Jan,CH 0914,21155,18470
,1-Jan,CH 0915,311,260
,1-Jan,CH 0916,8568,6871
,1-Jan,CH 0917,4399,3584
,1-Jan,CH 0918,14112,11395
,1-Jan,CH 0919,7463,6027
,1-Jan,CH 0920,29061,24659
,1-Jan,CH 0921,26246,23371
,1-Jan,CH 0922,4851,4460
,1-Jan,CH 0923,17554,14871
,1-Jan,CH 0924,535,444
,1-Jan,CH 0925,1446,1161
,1-Jan,CH 0926,8331,6831
,1-Jan,CH 0927,8015,6909
,1-Jan,CH 0928,11721,9959
,1-Jan,CH 0929,10281,9724
,1-Jan,CH 0930,7271,5824
,1-Jan,CH 0931,8886,7273
,1-Jan,CH 0932,36974,31608
,1-Jan,CH 0933,25721,23485
,1-Jan,CH 0934,6220,5484
,1-Jan,CH 0935,1029,970
,1-Jan,CH 0936,6736,6058
,1-Jan,CH 0937,1871,1765
,1-Jan,CH 0938,4892,4572
,1-Jan,CH 0939,4215,3402
,1-Jan,CH 0940,24725,20457
,1-Jan,CH 0941,40417,37680
,1-Jan,CH 0942,9167,7760
,1-Jan,CH 0943,14077,12705
,1-Jan,CH 0944,4131,3593
,1-Jan,CH 0945,34814,30765
,1-Jan,CH 0946,14779,13879
,1-Jan,CH 0947,14934,13932
,1-Jan,CH 0948,37095,32036
,1-Jan,CH 0949,21604,18938
,1-Jan,CH 0950,19767,17224
,1-Jan,CH 0951,47671,38434
,1-Jan,CH 0952,20859,17389
,1-Jan,CH 0953,21431,20143
,1-Jan,CH 0954,45997,39343
,1-Jan,CH 0955,37867,35664
,1-Jan,CH 0956,17883,14873
,1-Jan,CH 0957,32861,31137
,1-Jan,CH 0958,27515,24970
,1-Jan,CH 0959,15462,13009
,1-Jan,CH 0960,15209,12615
,1-Jan,CH 0961,13803,11488
,1-Jan,CH 0962,48270,42357
,1-Jan,CH 0963,28465,26318
,1-Jan,CH 0964,10906,9092
,1-Jan,CH 0965,36734,33996
,1-Jan,CH 0966,17007,13855
,1-Jan,CH 0967,14298,12414
,1-Jan,CH 0968,49353,40219
,1-Jan,CH 0969,31674,26597
,1-Jan,CH 0970,26959,23887
,1-Jan,CH 0971,29744,27766
,1-Jan,CH 0972,14990,12095
,1-Jan,CH 0973,9740,8480
,1-Jan,CH 0974,28231,25902
,1-Jan,CH 0975,15006,12048
,1-Jan,CH 0976,41305,38713
,1-Jan,CH 0977,45171,39662
,1-Jan,CH 0978,21388,19911
,1-Jan,CH 0979,27384,24266
,1-Jan,CH 0980,48645,41053
,1-Jan,CH 0981,21480,18734
,1-Jan,CH 0982,11409,10275
,1-Jan,CH 0983,18833,17560
,1-Jan,CH 0984,20881,19673
,1-Jan,CH 0985,9743,8444
,1-Jan,CH 0986,45379,39845
,1-Jan,CH 0987,16708,13463
,1-Jan,CH 0988,50923,42901
,1-Jan,CH 0989,34917,30632
,1-Jan,CH 0990,20501,17891
,1-Jan,CH 0991,32287,27248
,1-Jan,CH 0992,48066,44632
,1-Jan,CH 0993,5936,4876
,1-Jan,CH 0994,16936,14923
,1-Jan,CH 0995,22063,19819
,1-Jan,CH 0996,26654,24538
,1-Jan,CH 0997,6883,6297
,1-Jan,CH 0998,17139,16014
,1-Jan,CH 0999,22071,19348
,1-Jan,CH 1000,27449,23725
,1-Jan,CH 1001,23716,21160
,1-Jan,CH 1002,18948,15612
,1-Jan,CH 1003,18481,16981
,1-Jan,CH 1004,11319,10561
,1-Jan,CH 1005,42185,34492
,1-Jan,CH 1006,27745,23808
,1-Jan,CH 1007,6729,5859
,1-Jan,CH 1008,28513,25803
,1-Jan,CH 1009,34173,31390
,1-Jan,CH 1010,25681,22043
,1-Jan,CH 1011,42972,37851
,1-Jan,CH 1012,38248,33157
,1-Jan,CH 1013,3993,3736
,1-Jan,CH 1014,34912,31550
,1-Jan,CH 1015,48948,42542
,1-Jan,CH 1016,24829,20687
,1-Jan,CH 1017,22750,18251
,1-Jan,CH 1018,30027,26866
,1-Jan,CH 1019,42488,36556
,1-Jan,CH 1020,25560,23099
,1-Jan,CH 1021,22852,19253
,1-Jan,CH 1022,8293,7282
,1-Jan,CH 1023,12392,11019
,1-Jan,CH 1024,13874,11457
,1-Jan,CH 1025,5825,5215
,1-Jan,CH 1026,26183,24814
,1-Jan,CH 1027,19774,17932
,1-Jan,CH 1028,35791,30680
,1-Jan,CH 1029,17850,15653
,1-Jan,CH 1030,16516,14009
,1-Jan,CH 1031,48040,45041
,1-Jan,CH 1032,16321,13526
,1-Jan,CH 1033,9144,7539
,1-Jan,CH 1034,48872,42368
,1-Jan,CH 1035,266,251
,1-Jan,CH 1036,33783,27747
,1-Jan,CH 1037,15997,13879
,1-Jan,CH 1038,15280,13846
,1-Jan,CH 1039,13990,12143
,1-Jan,CH 1040,33005,27845
,1-Jan,CH 1041,22919,20123
,1-Jan,CH 1042,7152,6267
,1-Jan,CH 1043,18678,17080
,1-Jan,CH 1044,34843,28747
,1-Jan,CH 1045,16584,13639
,1-Jan,CH 1046,7642,6133
,1-Jan,CH 1047,12389,10798
,1-Jan,CH 1048,20319,18621
,1-Jan,CH 1049,24520,21388
,1-Jan,CH 1050,27675,23884
,1-Jan,CH 1051,20843,19100
,1-Jan,CH 1052,15619,13253
,1-Jan,CH 1053,8314,6767
,1-Jan,CH 1054,6073,5321
,1-Jan,CH 1055,11308,10412
,1-Jan,CH 1056,21591,20167
,1-Jan,CH 1057,32823,26280
,1-Jan,CH 1058,26306,23738
,1-Jan,CH 1059,13495,12036
,1-Jan,CH 1060,24859,23373
,1-Jan,CH 1061,53491,48204
,1-Jan,CH 1062,4665,4036
,1-Jan,CH 1063,27469,22893
,1-Jan,CH 1064,23111,20635
,1-Jan,CH 1065,19993,16426
,1-Jan,CH 1066,5482,5162
,1-Jan,CH 1067,31901,29127
,1-Jan,CH 1068,15066,13241
,1-Jan,CH 1069,14984,12102
,1-Jan,CH 1070,16695,15685
,1-Jan,CH 1071,34808,31095
,1-Jan,CH 1072,23365,21229
,1-Jan,CH 1073,25477,21305
,1-Jan,CH 1074,16206,13730
,1-Jan,CH 1075,8880,7379
,1-Jan,CH 1076,14281,11779
,1-Jan,CH 1077,37094,32786
,1-Jan,CH 1078,20332,19218
,1-Jan,CH 1079,18739,15583
,1-Jan,CH 1080,6413,5780
,1-Jan,CH 1081,6498,6021
,1-Jan,CH 1082,21878,18895
,1-Jan,CH 1083,26527,21717
,1-Jan,CH 1084,12139,10119
,1-Jan,CH 1085,32876,29838
,1-Jan,CH 1086,8547,7558
,1-Jan,CH 1087,596,524
,1-Jan,CH 1088,38346,35073
,1-Jan,CH 1089,18788,17468
,1-Jan,CH 1090,27655,25756
,1-Jan,CH 1091,16474,13752
,1-Jan,CH 1092,6040,5026
,1-Jan,CH 1093,19287,17840
,1-Jan,CH 1094,20812,19609
,1-Jan,CH 1095,41036,35735
,1-Jan,CH 1096,30681,27647
,1-Jan,CH 1097,30708,28508
,1-Jan,CH 1098,38101,35515
,1-Jan,CH 1099,22300,18614
,1-Jan,CH 1100,20410,16675
,1-Jan,CH 1101,30078,24196
,1-Jan,CH 1102,20755,17258
,1-Jan,CH 1103,29794,28215
,1-Jan,CH 1104,12487,11678
,1-Jan,CH 1105,20288,18100
,1-Jan,CH 1106,14885,13201
,1-Jan,CH 1107,16840,13773
,1-Jan,CH 1108,22837,21306
,1-Jan,CH 1109,24178,21363
,1-Jan,CH 1110,37149,33824
,1-Jan,CH 1111,45370,40897
,1-Jan,CH 1112,28391,22871
,1-Jan,CH 1113,23069,21847
,1-Jan,CH 1114,19450,17538
,1-Jan,CH 1115,13477,12050
,1-Jan,CH 1116,33096,27875
,1-Jan,CH 1117,33827,28371
,1-Jan,CH 1118,16044,14906
,1-Jan,CH 1119,20671,18513
,1-Jan,CH 1120,4957,4528
,1-Jan,CH 1121,35121,30653
,1-Jan,CH 1122,33733,31878
,1-Jan,CH 1123,22656,20968
,1-Jan,CH 1124,14121,12287
,1-Jan,CH 1125,23860,19273
,1-Jan,CH 1126,30605,27518
,1-Jan,CH 1127,24177,20966
,1-Jan,CH 1128,4314,4076
,1-Jan,CH 1129,1165,1042
,1-Jan,CH 1130,34106,31632
,1-Jan,CH 1131,35257,31981
,1-Jan,CH 1132,24827,23260
,1-Jan,CH 1133,26423,22077
,1-Jan,CH 1134,11908,11302
,1-Jan,CH 1135,10071,8517
,1-Jan,CH 1136,19274,15484
,1-Jan,CH 1137,18561,16067
,1-Jan,CH 1138,41273,37703
,1-Jan,CH 1139,14697,12676
,1-Jan,CH 1140,35401,29198
,1-Jan,CH 1141,17711,15183
,1-Jan,CH 1142,29313,25314
,1-Jan,CH 1143,18232,15275
,1-Jan,CH 1144,10655,9814
,1-Jan,CH 1145,19994,17576
,1-Jan,CH 1146,17225,14227
,1-Jan,CH 1147,13960,11568
,1-Jan,CH 1148,15608,13938
,1-Jan,CH 1149,11715,10344
,1-Jan,CH 1150,5790,4996
,1-Jan,CH 1151,9261,7663
,1-Jan,CH 1152,40381,32461
,1-Jan,CH 1153,29962,26582
,1-Jan,CH 1154,28483,24908
,1-Jan,CH 1155,44030,38317
,1-Jan,CH 1156,43696,35898
,1-Jan,CH 1157,29121,25504
,1-Jan,CH 1158,20619,16853
,1-Jan,CH 1159,47124,40058
,1-Jan,CH 1160,36319,33036
,1-Jan,CH 1161,38578,31868
,1-Jan,CH 1162,17771,16549
,1-Jan,CH 1163,35387,31382
,1-Jan,CH 1164,13576,11716
,1-Jan,CH 1165,45157,41477
,1-Jan,CH 1166,38487,34488
,1-Jan,CH 1167,33034,30377
,1-Jan,CH 1168,17623,14100
,1-Jan,CH 1169,16288,13969
,1-Jan,CH 1170,44666,36822
,1-Jan,CH 1171,29447,25230
,1-Jan,CH 1172,21301,17374
,1-Jan,CH 1173,28111,25116
,1-Jan,CH 1174,20715,18734
,1-Jan,CH 1175,25122,20648
,1-Jan,CH 1176,3284,2789
,1-Jan,CH 1177,25561,22780
,1-Jan,CH 1178,17797,15008
,1-Jan,CH 1179,7891,6446
,1-Jan,CH 1180,15082,13328
,1-Jan,CH 1181,28260,22752
,1-Jan,CH 1182,31058,26552
,1-Jan,CH 1183,29320,23957
,1-Jan,CH 1184,31657,25733
,1-Jan,CH 1185,17726,15670
,1-Jan,CH 1186,43584,40711
,1-Jan,CH 1187,31642,29973
,1-Jan,CH 1188,27862,24815
,1-Jan,CH 1189,15502,12707
,1-Jan,CH 1190,8627,7539
,1-Jan,CH 1191,40825,33571
,1-Jan,CH 1192,20178,17785
,1-Jan,CH 1193,13226,11656
,1-Jan,CH 1194,43246,35637
,1-Jan,CH 1195,38150,32120
,1-Jan,CH 1196,32287,30404
,1-Jan,CH 1197,18986,17678
,1-Jan,CH 1198,28537,23438
,1-Jan,CH 1199,27131,22341
,1-Jan,CH 1200,34391,30129
,1-Jan,CH 1201,24105,21212
,1-Jan,CH 1202,24239,22594
,1-Jan,CH 1203,28613,25979
,1-Jan,CH 1204,31317,26301
,1-Jan,CH 1205,31349,25425
,1-Jan,CH 1206,33533,29432
,1-Jan,CH 1207,22053,20793
,1-Jan,CH 1208,12608,10232
,1-Jan,CH 1209,8002,7590
,1-Jan,CH 1210,37694,32654
,1-Jan,CH 1211,35837,30229
,1-Jan,CH 1212,35204,31454
,1-Jan,CH 1213,28597,27101
,1-Jan,CH 1214,17568,16534
,1-Jan,CH 1215,42112,36444
,1-Jan,CH 1216,24008,20961
,1-Jan,CH 1217,16948,15691
,1-Jan,CH 1218,42608,36149
,1-Jan,CH 1219,9262,8655
,1-Jan,CH 1220,18819,17210
,1-Jan,CH 1221,41109,38946
,1-Jan,CH 1222,22426,20401
,1-Jan,CH 1223,9492,8934
,1-Jan,CH 1224,10526,8821
,1-Jan,CH 1225,38665,33010
,1-Jan,CH 1226,12214,11445
,1-Jan,CH 1227,30621,28697
,1-Jan,CH 1228,28259,26606
,1-Jan,CH 1229,27385,24160
,1-Jan,CH 1230,24050,20473
,1-Jan,CH 1231,14770,11875
,1-Jan,CH 1232,14088,12068
,1-Jan,CH 1233,22017,18646
,1-Jan,CH 1234,42332,39391
,1-Jan,CH 1235,10638,9981
,1-Jan,CH 1236,16923,13808
,1-Jan,CH 1237,8339,6673
,1-Jan,CH 1238,45337,42815
,1-Jan,CH 1239,19690,18702
,1-Jan,CH 1240,10946,9498
,1-Jan,CH 1241,22937,18463
,1-Jan,CH 1242,10551,9635
,1-Jan,CH 1243,15939,15119
,1-Jan,CH 1244,23013,19076
,1-Jan,CH 1245,21332,17266
,1-Jan,CH 1246,21363,19216
,1-Jan,CH 1247,22774,21371
,1-Jan,CH 1248,19194,17265
,1-Jan,CH 1249,3061,2708
,1-Jan,CH 1250,23502,19418
,1-Jan,CH 1251,26304,23410
,1-Jan,CH 1252,16754,15552
,1-Jan,CH 1253,26586,21325
,1-Jan,CH 1254,17373,15930
,1-Jan,CH 1255,53786,51013
,1-Jan,CH 1256,24729,20446
,1-Jan,CH 1257,48740,44337
,1-Jan,CH 1258,36186,33871
,1-Jan,CH 1259,22811,20563
,1-Jan,CH 1260,10867,9431
,1-Jan,CH 1261,17633,16109
,1-Jan,CH 1262,22221,18367
,1-Jan,CH 1263,24701,20212
,1-Jan,CH 1264,25777,21334
,1-Jan,CH 1265,21075,19292
,1-Jan,CH 1266,39756,32068
,1-Jan,CH 1267,50012,45848
,1-Jan,CH 1268,18675,17038
,1-Jan,CH 1269,30766,25168
,1-Jan,CH 1270,43395,36279
,1-Jan,CH 1271,15733,13233
,1-Jan,CH 1272,13553,11112
,1-Jan,CH 1273,27568,22716
,1-Jan,CH 1274,19844,18729
,1-Jan,CH 1275,16814,13576
,1-Jan,CH 1276,16089,12874
,1-Jan,CH 1277,20816,19127
,1-Jan,CH 1278,35390,31948
,1-Jan,CH 1279,23456,19327
,1-Jan,CH 1280,16043,14050
,1-Jan,CH 1281,17751,14815
,1-Jan,CH 1282,39080,36786
,1-Jan,CH 1283,19664,16711
,1-Jan,CH 1284,47918,44304
,1-Jan,CH 1285,34028,28007
,1-Jan,CH 1286,20019,19005
,1-Jan,CH 1287,9526,8483
,1-Jan,CH 1288,20313,18150
,1-Jan,CH 1289,16998,14567
,1-Jan,CH 1290,29406,25518
,1-Jan,CH 1291,49161,40934
,1-Jan,CH 1292,14402,12054
,1-Jan,CH 1293,51630,45359
,1-Jan,CH 1294,24853,20254
,1-Jan,CH 1295,35440,31198
,1-Jan,CH 1296,27247,22847
,1-Jan,CH 1297,52542,49331
,1-Jan,CH 1298,5611,4956
,1-Jan,CH 1299,9709,9092
,1-Jan,CH 1300,10639,9352
,1-Jan,CH 1301,19976,18248
,1-Jan,CH 1302,39449,35241
,1-Jan,CH 1303,11299,10264
,1-Jan,CH 1304,2261,1862
,1-Jan,CH 1305,19579,18387
,1-Jan,CH 1306,5720,4992
,1-Jan,CH 1307,15551,12666
,1-Jan,CH 1308,20288,16933
,1-Jan,CH 1309,16261,14734
,1-Jan,CH 1310,29576,27113
,1-Jan,CH 1311,12666,11024
,1-Jan,CH 1312,22537,18624
,1-Jan,CH 1313,16129,13622
,1-Jan,CH 1314,22701,21339
,1-Jan,CH 1315,32922,26760
,1-Jan,CH 1316,30132,27870
,1-Jan,CH 1317,20393,18545
,1-Jan,CH 1318,22220,18966
,1-Jan,CH 1319,18618,15593
,1-Jan,CH 1320,32541,28972
,1-Jan,CH 1321,23379,21830
,1-Jan,CH 1322,3,2
,1-Jan,CH 1323,38461,32802
,1-Jan,CH 1324,47806,42318
,1-Jan,CH 1325,29500,26646
,1-Jan,CH 1326,22576,19747
,1-Jan,CH 1327,23554,21079
,1-Jan,CH 1328,45523,42289
,1-Jan,CH 1329,31766,28989
,1-Jan,CH 1330,27126,22298
,1-Jan,CH 1331,14567,12564
,1-Jan,CH 1332,4358,4082
,1-Jan,CH 1333,17455,16369
,1-Jan,CH 1334,40228,32535
,1-Jan,CH 1335,10613,9469
,1-Jan,CH 1336,20008,17600
,1-Jan,CH 1337,11854,9625
,1-Jan,CH 1338,10310,9661
,1-Jan,CH 1339,14518,13287
,1-Jan,CH 1340,30105,26516
,1-Jan,CH 1341,34128,30242
,1-Jan,CH 1342,9525,8473
,1-Jan,CH 1343,11460,10139
,1-Jan,CH 1344,30807,26116
,1-Jan,CH 1345,10118,8845
,1-Jan,CH 1346,11153,9669
,1-Jan,CH 1347,20975,19811
,1-Jan,CH 1348,1866,1766
,1-Jan,CH 1349,1203,1041
,1-Jan,CH 1350,15923,13408
,1-Jan,CH 1351,34480,29913
,1-Jan,CH 1352,39672,32752
,1-Jan,CH 1353,16422,14048
,1-Jan,CH 1354,11690,10493
,1-Jan,CH 1355,12424,11516
,1-Jan,CH 1356,47003,43571
,1-Jan,CH 1357,28204,24545
,1-Jan,CH 1358,39730,34334
,1-Jan,CH 1359,25053,23786
,1-Jan,CH 1360,46255,39276
,1-Jan,CH 1361,21494,20308
,1-Jan,CH 1362,15485,14629
,1-Jan,CH 1363,18124,16969
,1-Jan,CH 1364,7721,6575
,1-Jan,CH 1365,4813,4543
,1-Jan,CH 1366,18736,15747
,1-Jan,CH 1367,31456,29803
,1-Jan,CH 1368,28722,27223
,1-Jan,CH 1369,29141,23510
,1-Jan,CH 1370,28533,26711
,1-Jan,CH 1371,19539,17947
,1-Jan,CH 1372,23797,21237
,1-Jan,CH 1373,19113,15667
,1-Jan,CH 1374,26110,23595
,1-Jan,CH 1375,16490,14801
,1-Jan,CH 1376,37465,30884
,1-Jan,CH 1377,33881,32170
,1-Jan,CH 1378,31393,25923
,1-Jan,CH 1379,26149,24807
,1-Jan,CH 1380,39449,35734
,1-Jan,CH 1381,17682,15741
,1-Jan,CH 1382,9756,8316
,1-Jan,CH 1383,26194,22529
,1-Jan,CH 1384,14779,12961
,1-Jan,CH 1385,25344,21206
,1-Jan,CH 1386,21546,18809
,1-Jan,CH 1387,22510,19616
,1-Jan,CH 1388,12209,10173
,1-Jan,CH 1389,40861,34878
,1-Jan,CH 1390,13094,10523
,1-Jan,CH 1391,27379,22987
,1-Jan,CH 1392,23137,18891
,1-Jan,CH 1393,15051,13732
,1-Jan,CH 1394,14293,12148
,1-Jan,CH 1395,20723,19334
,1-Jan,CH 1396,28936,25189
,1-Jan,CH 1397,22961,19720
,1-Jan,CH 1398,36313,29382
,1-Jan,CH 1399,54314,47445
,1-Jan,CH 1400,47568,41119
,1-Jan,CH 1401,27798,22323
,1-Jan,CH 1402,48131,42286
,1-Jan,CH 1403,49716,44856
,1-Jan,CH 1404,50885,42171
,1-Jan,CH 1405,47745,43122
,1-Jan,CH 1406,18532,14829
,1-Jan,CH 1407,12730,10191
,1-Jan,CH 1408,31360,25241
,1-Jan,CH 1409,40129,33645
,1-Jan,CH 1410,26361,21093
,1-Jan,CH 1411,22558,19684
,1-Jan,CH 1412,24272,20487
,1-Jan,CH 1413,6355,5462
,1-Jan,CH 1414,30821,26941
,1-Jan,CH 1415,5828,5268
,1-Jan,CH 1416,45976,37846
,1-Jan,CH 1417,1506,1391
,1-Jan,CH 1418,23950,22420
,1-Jan,CH 1419,30571,26288
,1-Jan,CH 1420,23739,20402
,1-Jan,CH 1421,10938,9217
,1-Jan,CH 1422,27757,23017
,1-Jan,CH 1423,25949,22718
,1-Jan,CH 1424,47303,40950
,1-Jan,CH 1425,51584,47231
,1-Jan,CH 1426,39710,35149
,1-Jan,CH 1427,57166,52878
,1-Jan,CH 1428,39748,32382
,1-Jan,CH 1429,20213,16265
,1-Jan,CH 1430,44212,40027
,1-Jan,CH 1431,32059,29230
,1-Jan,CH 1432,22442,18364
,1-Jan,CH 1433,36457,29635
,1-Jan,CH 1434,30393,25100
,1-Jan,CH 1435,9600,8882
,1-Jan,CH 1436,41492,38524
,1-Jan,CH 1437,43539,36269
,1-Jan,CH 1438,30922,26114
,1-Jan,CH 1439,25079,21961
,1-Jan,CH 1440,25407,23825
,1-Jan,CH 1441,67531,56620
,1-Jan,CH 1442,34795,28623
,1-Jan,CH 1443,44680,38298
,1-Jan,CH 1444,29971,27123
,1-Jan,CH 1445,49745,43345
,1-Jan,CH 1446,51475,46294
,1-Jan,CH 1447,43560,35953
,1-Jan,CH 1448,35538,30668
,1-Jan,CH 1449,20637,19327
,1-Jan,CH 1450,39058,31966
,1-Jan,CH 1451,12921,12133
,1-Jan,CH 1452,29773,28243
,1-Jan,CH 1453,21718,18483
,1-Jan,CH 1454,36164,34346
,1-Jan,CH 1455,32337,29902
,1-Jan,CH 1456,45071,37175
,1-Jan,CH 1457,41153,35088
,1-Jan,CH 1458,38369,34078
,1-Jan,CH 1459,19014,15836
,1-Jan,CH 1460,31116,25868
,1-Jan,CH 1461,36559,34136
,1-Jan,CH 1462,41150,38922
,1-Jan,CH 1463,34885,31791
,1-Jan,CH 1464,1831,1624
,1-Jan,CH 1465,31273,26677
,1-Jan,CH 1466,27890,23447
,1-Jan,CH 1467,31650,29110
,1-Jan,CH 1468,45010,36365
,1-Jan,CH 1469,47568,42861
